id,composition,target,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,ale_0,ale_1,ale_2,ale_3,ale_4,ale_5,ale_6,ale_7,ale_8,ale_9
1386,AgS,1.3,1.1622925996780396,1.2987701892852783,1.3700292110443115,1.3410143852233887,1.3327555656433105,1.3279788494110107,1.3191198110580444,1.360856533050537,1.275787115097046,1.245370626449585,0.22983141243457794,0.20091865956783295,0.1944071352481842,0.21765263378620148,0.18659177422523499,0.22416898608207703,0.22177396714687347,0.25413474440574646,0.16447141766548157,0.29619723558425903
3892,ZnTe,2.25,2.2946057319641113,2.2636566162109375,2.2855823040008545,2.301396131515503,2.1659934520721436,2.3197133541107178,2.213618278503418,2.382534980773926,2.3597617149353027,2.300719976425171,0.1158369705080986,0.09708122164011002,0.10154721140861511,0.08602164685726166,0.11781716346740723,0.09464772790670395,0.0766230970621109,0.09494257718324661,0.0920850858092308,0.08903350681066513
3285,K6Yb3P5S20,2.6,2.055511951446533,2.1545088291168213,2.077638626098633,1.9343112707138062,2.2249040603637695,2.279110908508301,1.9638652801513672,2.1459312438964844,2.0850670337677,2.029583692550659,0.07330077886581421,0.07132644206285477,0.057358238846063614,0.05768946185708046,0.10491706430912018,0.0666426494717598,0.04306904599070549,0.07853562384843826,0.05699589103460312,0.05505656078457832
1595,TlCl,3.23,3.417006492614746,3.492265462875366,3.4484128952026367,3.489441394805908,3.270317554473877,3.371026039123535,3.388221263885498,3.5276432037353516,3.4377050399780273,3.569579839706421,0.38898172974586487,0.26626619696617126,0.3307422697544098,0.31839314103126526,0.3343556225299835,0.27414432168006897,0.3382253348827362,0.2622687816619873,0.3216160237789154,0.3079298734664917
797,AlSb,1.62,1.6781972646713257,1.5163588523864746,1.6604615449905396,1.6399593353271484,1.5883233547210693,1.6566277742385864,1.6170780658721924,1.6777499914169312,1.702415108680725,1.6577545404434204,0.21485403180122375,0.16417989134788513,0.18857675790786743,0.1375558078289032,0.17664729058742523,0.17612406611442566,0.12193663418292999,0.1976107507944107,0.22961761057376862,0.21303637325763702
3030,CaZnOS,3.7,3.3366031646728516,3.3215136528015137,3.4697484970092773,3.532601833343506,3.2153146266937256,3.630505323410034,3.356156349182129,3.315258026123047,3.782909870147705,3.5381035804748535,0.31432607769966125,0.2597898244857788,0.18244798481464386,0.1391775757074356,0.4452701210975647,0.26001033186912537,0.12106458097696304,0.15359492599964142,0.2774539291858673,0.14323289692401886
3480,CuFeS2,0.5,0.3969482183456421,0.38359951972961426,0.641203761100769,0.5038317441940308,0.45281898975372314,0.6040171384811401,0.5058169364929199,0.627772331237793,0.5676251649856567,0.35945284366607666,0.11164340376853943,0.09632401168346405,0.13900674879550934,0.09713848680257797,0.09385412931442261,0.08914563804864883,0.07460065931081772,0.1057753711938858,0.08540307730436325,0.08071845769882202
567,EuBi2Te4,0.44,0.6353404521942139,0.7037451267242432,0.6956380605697632,0.6838380098342896,0.6550682783126831,0.7188107967376709,0.7271943092346191,0.7594367265701294,0.7430088520050049,0.654998779296875,0.0762852132320404,0.06298914551734924,0.06385009735822678,0.07169052213430405,0.07523895055055618,0.0650286003947258,0.04345475509762764,0.08941435813903809,0.07223054766654968,0.06185014918446541
3849,GaS,2.38,2.5759990215301514,2.574315071105957,2.5784616470336914,2.5909371376037598,2.5489158630371094,2.6279211044311523,2.5595016479492188,2.606149673461914,2.615664005279541,2.602519989013672,0.08022242784500122,0.08764107525348663,0.06435830146074295,0.0613597147166729,0.08828329294919968,0.06894093006849289,0.05195816606283188,0.06644892692565918,0.0649358406662941,0.056348856538534164
2508,KUO3Cl,2.37,3.836686849594116,4.311771392822266,4.71016263961792,4.351067066192627,3.6767730712890625,4.353316307067871,4.78577995300293,5.056211471557617,5.0822224617004395,4.085926055908203,0.4652514159679413,0.15204346179962158,0.16616331040859222,0.144712895154953,0.15140697360038757,0.1947907656431198,0.14360269904136658,0.19377081096172333,0.16407784819602966,0.16335222125053406
